"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Ryan, Joe",657746,2024,538,27.3,4.3,".282",".264",33.6,8.5,36.6,"77.148522833","93.914347298",26.6,50.9
"Suárez, Ranger",624133,2024,626,23.2,6.5,".297",".297",32.9,5.1,34.3,"74.743507217","93.618829764",21.9,47.3
"Keller, Mitch",656605,2024,773,21.5,6.5,".331",".320",38,7.2,39.3,"77.859026134","94.078079089",21.5,47.6
"Bello, Brayan",678394,2024,702,21.8,9.1,".319",".328",34.2,7.4,41.1,"76.384630975","94.524067665",25.9,46.3
"Gray, Sonny",543243,2024,671,30.3,5.8,".292",".297",38.1,8.9,37.9,"79.276406538","94.211961253",29.8,48.7
"Bassitt, Chris",605135,2024,758,22.2,9.2,".331",".327",36.3,7.5,37.1,"75.64419492","94.077816493",21.7,45
"King, Michael",650633,2024,726,27.7,8.7,".284",".294",35.2,6.2,30.3,"73.981359732","92.671656987",29.3,45.4
"Quintana, Jose",500779,2024,717,18.8,8.8,".312",".327",32.9,6.7,38.2,"76.44604848","93.89600374",22.2,43.1
"Fried, Max",608331,2024,714,23.2,8,".273",".299",30.4,5,34.6,"73.871292176","93.362715837",24.1,45.9
"Miller, Bryce",682243,2024,704,24.3,6.4,".260",".299",32.8,9.7,41.2,"80.650222167","94.328141625",24.4,48.9
"Parker, Mitchell",680730,2024,646,20.6,6.7,".311",".322",35.3,8.1,38.9,"79.509350699","94.140672817",22.3,51.4
"Steele, Justin",657006,2024,555,24.3,6.7,".271",".258",30.9,4.2,33.2,"75.731326576","93.083319918",23.7,51.5
"Gallen, Zac",668678,2024,621,25.1,8.7,".301",".308",34.9,7.4,41,"79.81895601","94.40298237",26,44.2
"Blanco, Ronel",669854,2024,676,24.6,10.1,".276",".309",30.1,9.3,35.5,"78.14814367","93.702377385",29,48.6
"Civale, Aaron",650644,2024,689,21.6,7.5,".327",".309",36.5,7.3,39.4,"79.152007238","94.002413711",21.9,45.2
"Greene, Hunter",668881,2024,611,27.7,9.3,".265",".271",29,5.2,32.5,"76.321243094","93.167150497",29.7,50.6
"Harrison, Kyle",690986,2024,532,22.2,7.9,".330",".338",34.2,10.1,44.1,"80.405098066","94.933663315",23.6,46.2
"Morton, Charlie",450203,2024,701,23.8,9.3,".335",".326",33,9.3,38.4,"77.729736875","93.929105313",26.1,46.6
"Rodón, Carlos",607074,2024,736,26.5,7.7,".320",".314",34.6,11,40.9,"80.220048043","94.543522745",30.1,49.4
"Cannon, Jonathan",686563,2024,522,17.4,7.7,".332",".322",38.3,7.3,36.3,"78.719188912","93.823911325",21.8,47.1
"Pepiot, Ryan",686752,2024,539,26.3,8.9,".290",".296",31.4,9.1,37.2,"79.441531647","93.814038824",29.9,48
"Ober, Bailey",641927,2024,709,26.9,6.1,".282",".279",34.8,8.3,34.3,"76.699154464","93.270078151",29,52.4
"Crochet, Garrett",676979,2024,595,35.1,5.5,".280",".263",34.5,9.2,38.8,"76.536271919","94.146127471",33.1,53.2
"Feltner, Ryan",663372,2024,692,19.9,7.5,".320",".320",33.1,6.5,36.8,"76.695048857","93.803345297",23.9,48.1
"Myers, Tobias",668964,2024,569,22.3,6.3,".297",".317",36.4,8,38.7,"79.298209695","94.361623995",21.3,49.6
"Skubal, Tarik",669373,2024,753,30.3,4.6,".246",".257",33.1,6.7,33.9,"76.236530506","93.34039981",31.9,51.8
"Hendricks, Kyle",543294,2024,567,15.3,7.6,".339",".336",36.4,7.4,33.4,"73.587198843","93.098027796",18.9,46.2
"Rogers, Trevor",669432,2024,562,17.3,10,".350",".347",33.3,8.4,44.4,"80.391399303","94.92394505",20.9,46.2
"Suárez, Albert",544150,2024,565,19.1,7.6,".320",".311",38,7.1,38.4,"78.437722921","93.664169109",24.6,50.4
"Flexen, Chris",623167,2024,707,17.4,8.9,".355",".333",37,8.1,37.4,"77.948608016","93.935523035",22.7,46
"Peralta, Freddy",642547,2024,725,27.6,9.4,".305",".305",35.3,8.7,36.9,"75.95026724","93.640809751",31.1,46.9
"Abbott, Andrew",671096,2024,586,19.5,8.9,".323",".310",36.6,9.3,33.5,"78.18333039","93.177609095",22.6,47.6
"Sale, Chris",519242,2024,702,32.1,5.6,".260",".261",34.9,5.6,31.2,"75.016805094","93.046190662",31,49
"Stone, Gavin",694813,2024,580,20,6.4,".304",".307",32.5,6.4,36.2,"77.107440095","93.702925548",24.7,50.5
"Jones, Jared",683003,2024,504,26.2,7.7,".314",".311",36.9,9.8,44.5,"79.019910366","94.534128685",30.2,51.6
"Littell, Zack",641793,2024,656,21.5,4.7,".317",".321",36.2,9.6,39.2,"78.590295546","94.137344568",23.1,51.9
"Gilbert, Logan",669302,2024,803,27.4,4.6,".255",".276",33,7.2,39.3,"78.976067127","94.386132799",31.7,50.4
"Rea, Colin",607067,2024,714,18.9,6,".327",".339",36.3,8.7,42,"80.213678192","94.594415173",19.3,46.8
"Falter, Bailey",663559,2024,589,16.5,7.6,".320",".336",36.6,9,41.3,"79.920380413","94.430660482",19.6,49.5
"Cortes Jr., Nestor",641482,2024,710,22.8,5.5,".307",".295",35,7.9,43.6,"79.122676225","94.470879177",24.2,50.4
"Gibson, Kyle",502043,2024,722,20.9,9.4,".323",".338",34.3,9.2,39.1,"76.558654534","94.071640304",25.9,42.9
"Irvin, Jake",663623,2024,769,20.3,6.8,".314",".320",33,9.2,39.1,"77.537675273","94.341422273",22.3,48.5
"Sears, JP",676664,2024,758,18.1,6.5,".324",".324",32.7,10.2,40.2,"78.173332182","94.379787855",21.8,48.7
"Kikuchi, Yusei",579328,2024,736,28,6,".297",".298",33.5,9.7,45,"79.146503958","94.844128643",29,48.4
"Marsh, Alec",679525,2024,548,22.4,7.1,".325",".341",38,9.6,40.9,"78.827178162","94.623945041",23.5,47.6
"Anderson, Tyler",542881,2024,765,18.6,9.5,".308",".322",34.1,7.9,33,"76.273537333","93.1219435",27.8,49.3
"Manaea, Sean",640455,2024,738,24.9,8.5,".275",".300",37,7.5,37.8,"77.674456946","93.857812243",26.1,49
"Houck, Tanner",656557,2024,743,20.7,6.5,".276",".313",30.2,5.7,41.8,"78.489312385","94.430703969",22.6,46.8
